Frequency_Hz,flight_001_accelerometer_x,flight_001_accelerometer_y,flight_001_accelerometer_z,flight_001_pressure_1,flight_001_temperature_1,flight_002_accelerometer_aft,flight_002_accelerometer_x,flight_002_accelerometer_y,flight_002_accelerometer_z,flight_002_pressure_1,flight_002_temperature_1
0.0,0.0011115442021636217,0.0005832423384675694,0.0011045771523732685,4.290357434508383,0.002901465770617696,0.0011584675927070614,0.0012135593928581144,0.000580391987976909,0.0011261478441536358,4.301092494649162,0.0034013293362200664
39.0625,0.0076128075067846725,0.0052353053111879235,0.008762958238781308,30.22473447849488,0.010605768359156227,0.008279175507508072,0.007804822087169258,0.005236550147302446,0.008773262954096101,30.38695315626833,0.03737977907700997
78.125,0.007500182875353883,0.006490305850702061,0.009414905739599546,16.58765402458283,0.014030231147679302,0.008565169865964967,0.007684860547831249,0.006487999000327461,0.009467235323901865,16.536409360323436,0.019749732923055076
117.1875,0.005721236507476909,0.004446628447820137,0.0072543059800230115,4.0274962692391485,0.011925282896111389,0.006523239853971605,0.005933417116903853,0.004590591888102084,0.007731711001699311,4.019554731605703,0.022929074875511442
156.25,0.0016890036995423968,0.006350623928170425,0.0024430192305043993,0.010075351475865772,0.013229002192270186,0.008560331116190117,0.004173794715333654,0.005950668458759501,0.007783582528945712,0.010067080183712614,0.011422906321846348
195.3125,1.9453158477103657e-06,0.020594568891519734,5.704934655395995e-06,0.0032015222031416828,0.013188537702474301,0.02082672400352619,0.020482167320869896,0.020720073814225484,0.02013120050135386,0.003456333684624655,0.020195681708498003
234.375,3.9415119501861107e-07,0.007456075910343391,6.155569955792227e-07,0.0018937794722783496,0.0131640592793851,0.007543951703041747,0.007404939371993625,0.0075653551698124065,0.007452545256541977,0.0020424049313442646,0.01610559492708416
273.4375,2.1231889373448095e-07,0.0001313344473037413,2.559248693992194e-07,0.0014010509955746685,0.013963601694088579,9.556263121480418e-05,8.977768127918312e-05,7.825296061440609e-05,0.00011525202713443908,0.0017621548465723538,0.013364986877702826
312.5,1.7759003205074228e-07,2.0661050474313417e-05,1.9548813033930152e-07,0.002348319569430463,0.01296576787125762,1.9247534438319534e-05,2.258630500038793e-05,1.7919080970217895e-05,2.2621320779558744e-05,0.002579881691306039,0.013581279552039204
351.5625,1.8409536239439873e-07,1.1550354766008697e-05,1.6995094524714626e-07,0.09813825569911205,0.012909604686481405,7.612130626148759e-06,8.26307432537343e-06,6.4539112301608215e-06,1.026126886952457e-05,0.09810776840069457,0.015113099500251009
390.625,2.4813636163365373e-07,5.454438629489489e-06,2.393461762961666e-07,0.8180778719704039,0.012095961732568555,4.93662410472906e-06,5.155194934484676e-06,4.017601894260094e-06,5.5628735774732635e-06,0.8074686059436705,0.01243041150660737
429.6875,1.918190725394113e-06,3.649174319595785e-06,9.220001110137723e-07,0.40895277106709804,0.016901838358890205,2.706502821251536e-06,5.118382344218799e-06,2.4887825150153025e-06,4.217233160819905e-06,0.40354762162334984,0.014113450899926303
468.75,0.000325652856690072,2.5664272159144524e-06,8.265440150797919e-05,0.0047010139118678325,0.012531301034099442,0.00018839517185310645,0.0003299477315668992,1.5124604742028668e-06,8.265175472108148e-05,0.005901305841860791,0.016153281370862964
507.8125,0.0007320727886122086,0.0002665092492091514,0.0009259719601121168,0.0012674162518881331,0.009726926141405119,0.0008761698279278612,0.0007347884297342945,0.0002686426454636596,0.0009260119553040233,0.0012039989214587446,0.02834698795037839
546.875,9.787758755857547e-05,0.0013615387069747962,0.0005594456644546586,0.0011321851659166224,0.011097346853103507,0.00025922562551067063,9.800254210348501e-05,0.0013595421901785368,0.0005586129375919352,0.0013377659464846106,0.014261941716507867
585.9375,5.613960196603727e-07,0.00043062445402650287,7.981652746842355e-06,0.0015340362069176199,0.01796963030322717,8.085543165621243e-07,1.1924259104372532e-06,0.00043142550023136066,8.694447500033088e-06,0.0012816807386738986,0.026445879193022454
625.0,1.8626465118290595e-07,9.053210933358952e-07,4.52958280770037e-07,0.0012513987498208108,0.015917589904914632,5.58799438594015e-07,5.895015418673339e-07,7.709342890016592e-07,9.798821449172407e-07,0.0011811733851187134,0.012899571126718861
664.0625,1.8112388078700077e-07,5.76425935261143e-07,2.1670021846358325e-07,0.0015083231964124531,0.013719451479456609,4.3162643897917576e-07,4.90112601065978e-07,3.8444375550953625e-07,5.836521555505828e-07,0.0014571260430512414,0.010603841418987424
703.125,1.5868283876106468e-07,4.4398210022975417e-07,1.5780175822604397e-07,0.0018110906017869525,0.01380253782314306,3.675878855317413e-07,4.234532149444193e-07,3.4529733806774843e-07,3.969577802696744e-07,0.002471610858025868,0.014656999995161592
742.1875,1.6518722022703814e-07,3.81406108415704e-07,1.6348644364935163e-07,0.007244253658903388,0.012584446268861016,3.4092004421822693e-07,3.338000848019613e-07,3.3592309782997536e-07,3.570186948845364e-07,0.007848175184484335,0.02279667187600287
781.25,1.5988275123146885e-07,3.2304914239733726e-07,1.591605385428086e-07,0.06455620605364029,0.014792715789320563,2.821911619252007e-07,3.096328639676453e-07,2.2251605477804025e-07,3.372172252975497e-07,0.06073856867306141,0.012736663469303546
820.3125,1.5163888728018517e-07,2.733702592100472e-07,1.721621644008991e-07,0.062209173153760844,0.020116576064502158,2.2961339404656797e-07,2.720401281208515e-07,2.181964795052547e-07,2.818264516163648e-07,0.05687880614168111,0.020116088722611246
859.375,1.6571819483259306e-07,2.190808488477856e-07,1.5894935229442151e-07,0.007249618324997269,0.031034456437001565,2.4916228488350546e-07,2.9445858938748355e-07,2.078038357911863e-07,2.641705874535379e-07,0.005661780125225373,0.01852853273887071
898.4375,3.4203110821772976e-07,2.203764487326205e-07,1.5536209887297942e-07,0.001689510240703322,0.027281705038397254,2.420163969656825e-07,3.824765511766938e-07,2.3868967031042746e-07,2.208026523987595e-07,0.0013774271891252386,0.030517295531264185
937.5,5.336260166594879e-06,2.6514629110479376e-07,1.634581029879043e-07,0.001350083051265443,0.031746354092219806,2.7990229093047316e-07,5.4328159350797784e-06,2.0624583772469958e-07,2.2820783068634454e-07,0.0011971021414698768,0.017056654271610412
976.5625,0.00021327162982643844,2.6335848889506175e-07,4.5399732732945305e-07,0.0011565953402567824,0.013302646632537513,6.626235204160126e-05,0.00021441878808325536,2.015782832543319e-07,4.690459912716406e-07,0.0013086933119406156,0.01973015772544338
1015.625,0.00027867361994202383,4.43248306618138e-07,0.0001453949376830347,0.0011876318489430935,0.017183208618309156,0.00037347989336091315,0.0002794136094870838,4.21837939543582e-07,0.00014486345922700534,0.001168557932058943,0.01903920988387437
1054.6875,1.7779635598554478e-05,7.900531033352745e-05,0.00040832057108098794,0.0011781914776247205,0.025622991203503,0.00013022490770057098,1.7783502590533616e-05,7.869968714338821e-05,0.0004083977349300464,0.001461846980059366,0.016008161100350644
1093.75,4.2414952424678767e-07,0.0005180157090263186,7.074264748939232e-05,0.0011642562781675238,0.01477828913501434,3.880988177156254e-07,4.5247586955448125e-07,0.0005180802801303939,7.052381136118515e-05,0.001557519406970029,0.0095773232402246
