Frequency_Hz,flight_001_accelerometer_x,flight_001_accelerometer_y,flight_001_accelerometer_z,flight_001_pressure_1,flight_001_temperature_1,flight_002_accelerometer_aft,flight_002_accelerometer_x,flight_002_accelerometer_y,flight_002_accelerometer_z,flight_002_pressure_1,flight_002_temperature_1
0.0,0.0011126866002743715,0.0006312753022295477,0.001103872839620196,4.302398867074818,0.0036920849344708098,0.0011096288863397304,0.0011116458354158746,0.0005648115540431097,0.0011052715816249749,4.283118802860219,0.0026108425623105973
39.0625,0.007617333487368441,0.005364492334999164,0.008759604768989638,30.21633136255146,0.008924617885465003,0.008126341653568762,0.007619583130123799,0.005236154275319474,0.008762162946315998,30.51640736281175,0.005009797024252874
78.125,0.007501173658270032,0.006620349478317606,0.009407149007886388,16.463062783363686,0.009479279150055853,0.00841556895653161,0.007500324706346977,0.006487885427441961,0.009410644100096753,16.504773948810417,0.009310887652695297
117.1875,0.005720808342248581,0.004439886514008005,0.007255314642437417,4.021904895744495,0.009085693360317795,0.006463473962600265,0.0057198877126798464,0.004444391805509132,0.007257616512338676,4.019537705155702,0.010151553259393294
156.25,0.0016862594770812016,0.00566738372895874,0.0024418547054089884,0.010204414428501894,0.005561557659264501,0.002038886729400337,0.001687487604272485,0.0017757414243486102,0.0024407307713604246,0.009958707468973454,0.014627861461280393
195.3125,1.8919008953067521e-06,0.020594923774551948,5.530641600740646e-06,0.0033770779269709883,0.01089551105507051,3.2731928775618617e-06,1.8747805214097503e-06,1.0033855724681267e-05,5.526862377188358e-06,0.0032210495041321884,0.019226843157870738
234.375,3.883339516936738e-07,0.007583341258231074,5.778622835782001e-07,0.0019288162099229014,0.020828065421081662,4.510587730102693e-07,3.5732231210125786e-07,6.968177688101532e-07,5.65988248513338e-07,0.001954075140710746,0.01903278289502825
273.4375,2.1207461230687942e-07,9.726195231462416e-05,2.4348225673125846e-07,0.0014908292182449895,0.015762658221333988,2.5768268376735834e-07,2.1798837662527183e-07,2.2859477358575546e-07,2.388950526063084e-07,0.001570553716176893,0.012994968694498081
312.5,1.829065481875586e-07,1.9383830166924804e-05,1.8972825699229795e-07,0.001688028270554093,0.013249466508229758,1.7348350433400602e-07,1.7900895316067233e-07,2.0149031279470556e-07,1.766139173362805e-07,0.0021966196366152257,0.015050193297469643
351.5625,1.7139135679581628e-07,7.710933842112765e-06,1.8189380137213428e-07,0.09684815382401282,0.017184191993039367,1.6085125503819755e-07,1.5832203246747684e-07,1.7769337002176607e-07,1.813970278796897e-07,0.09538151760320333,0.014699488022076745
390.625,2.639986800570513e-07,4.863427284647204e-06,2.3180239702215381e-07,0.8097994979105142,0.030337348694754386,1.5841390579928777e-07,2.606199523334751e-07,1.7282069289049432e-07,2.395363896960516e-07,0.8053847106835866,0.013266434474334962
429.6875,1.949489814713425e-06,2.5736750408696116e-06,9.672900696407342e-07,0.40648439028935557,0.0087799156135031,2.5659000236985456e-07,1.99056513820331e-06,1.6113627975858238e-07,9.906449191702446e-07,0.4012160872420718,0.010399911220150208
468.75,0.0003253682718511042,1.7176176295095921e-06,8.26195085817629e-05,0.004833542032776791,0.01209974915325798,0.00018451257164013097,0.00032588661005326436,3.5733545966882006e-07,8.218286547163738e-05,0.00514416051722394,0.0077350367261221215
507.8125,0.000731607409868241,0.0002704827398698985,0.0009264569465387995,0.0012918952628820696,0.01584907204161069,0.0008737112935107947,0.000731964888828411,0.0002663739846083803,0.0009252246556285235,0.001135126557559643,0.01583465856084835
546.875,9.747966652855334e-05,0.00135957713818981,0.0005593386708884664,0.0012551657203762926,0.011875717572804713,0.00025804871286891123,9.727613787692329e-05,0.0013587128543939729,0.0005594739018557524,0.0011410157295270766,0.011247689069726466
585.9375,5.684185696496487e-07,0.0004299146428041852,7.975166288642469e-06,0.0011068599568702729,0.01462928748831588,2.505134916415777e-07,5.944074773968562e-07,0.0004313584554116797,8.015177033555684e-06,0.0013908741890604715,0.010363102667248943
625.0,1.9226503514478067e-07,7.542337676696825e-07,4.1057098463229164e-07,0.0009618034776210029,0.01265339395302215,1.628031363283908e-07,1.822112080041242e-07,5.640818694095866e-07,4.21772521185146e-07,0.0012134519873624853,0.011245651001815642
664.0625,1.5476681533666268e-07,4.891548055514771e-07,1.8822259752884205e-07,0.0013241282548928776,0.013221406482380424,1.4903524353201916e-07,1.507763768541111e-07,1.568021399400889e-07,1.8062827183146954e-07,0.0011412421573912747,0.011673968072807427
703.125,1.5306080849402208e-07,4.4772088772962987e-07,1.608671252984097e-07,0.0022886336744422976,0.01567063291408875,1.5092291638985517e-07,1.5821525825061786e-07,1.6091391588174175e-07,1.64733866745781e-07,0.0015248754914928045,0.010923780886416056
742.1875,1.4008710816078909e-07,3.479683448330493e-07,1.7352273503182753e-07,0.00563598700564763,0.011608990243434297,1.3724237333613402e-07,1.4652362796616558e-07,1.5548137425397822e-07,1.4782902139123694e-07,0.001103640447153117,0.010653455938878066
781.25,1.5245829004736438e-07,2.6301255554331317e-07,1.523386339914406e-07,0.06371381788447927,0.016512533068930933,1.4406470124682923e-07,1.343180631925811e-07,1.5429074047016173e-07,1.4270338894111158e-07,0.0010324815549591455,0.01897456009202525
820.3125,1.481278509479116e-07,2.638039977191234e-07,1.496766156176339e-07,0.06255316140147792,0.01423815362258243,1.4860020885883104e-07,1.8125357533955167e-07,1.5142569403317256e-07,1.4287386814530782e-07,0.00107382571353268,0.013231849162303657
859.375,1.7014381082279885e-07,2.163416282300802e-07,1.5697143362337368e-07,0.005091994276652382,0.01067132131442996,1.6575299577249015e-07,1.7578208202567353e-07,1.493893223767108e-07,1.4169312083647961e-07,0.0012868718799603613,0.009366310382862848
898.4375,3.180872484899626e-07,2.3070876477562944e-07,1.5002307813499242e-07,0.0016312489046398483,0.013698854153946269,1.5816372655610503e-07,2.9802812639597743e-07,1.4049928726164636e-07,1.3692959681970664e-07,0.0012193219434607295,0.017539949670722838
937.5,5.406024812659866e-06,2.218133067950607e-07,1.6071995472474364e-07,0.0013210580136746057,0.013313074316955494,2.465185505299264e-07,5.405722416349871e-06,1.6537716418716977e-07,1.4848322687686817e-07,0.0014291989692064757,0.012065368517320643
976.5625,0.00021458048973897994,2.1815165378172246e-07,4.4382762441608713e-07,0.0015056020896622837,0.015261426556881907,6.643813069187136e-05,0.0002132535247265866,1.5594597932925355e-07,4.7527546400447224e-07,0.0012873208027953849,0.009749459865266135
1015.625,0.00027975441495123164,4.986326815083087e-07,0.00014529224807891084,0.0011443113487041084,0.01561730924484881,0.00037226372430270403,0.00027776219468633094,3.8703701570759563e-07,0.00014496967749285368,0.0013643314857502307,0.01169667764029246
1054.6875,1.7845795875496172e-05,7.907424431995082e-05,0.0004082858520758431,0.00092658145325614,0.02005881549552658,0.0001296195802060808,1.769210877225282e-05,7.925442576537787e-05,0.00040718844491896376,0.001372371431914676,0.009302400382470346
1093.75,4.136717893528878e-07,0.0005178395653848837,7.056059982535844e-05,0.0012078184713481483,0.009467668700105566,3.596294385736285e-07,4.2643387922126224e-07,0.0005205195806277055,7.086487474367614e-05,0.001203692715536389,0.007024991393998805
1132.8125,1.7447841006483938e-07,0.00020608269812622418,2.7454702968706056e-07,0.0013424740771654296,0.003332672581388888,1.6044094977324735e-07,1.7125766494049195e-07,0.00020655581155072596,2.9360642059618083e-07,0.001250528462085649,0.00405576935534701
1171.875,1.5235307579274096e-07,8.730054437151241e-07,1.4954921237408097e-07,0.0012410689076172983,0.0005264691905554885,1.4776135904518534e-07,1.4454918386065833e-07,8.368827401076739e-07,1.481827050278162e-07,0.001388807076946905,0.00013892562374103585
1210.9375,1.5413464145399345e-07,1.7842595977815146e-07,1.546667945279812e-07,0.0012057435763404992,3.160531664981694e-06,1.5177566010668087e-07,1.5884494391098592e-07,1.889616772939725e-07,1.6712351528543003e-07,0.0012349048526959134,2.6453378377521185e-06
1250.0,1.587350850489909e-07,1.5958969352814835e-07,1.4964773389919663e-07,0.0011565981861403041,4.3751870251850727e-07,1.3784334959331306e-07,1.687988271602524e-07,1.3870955169463932e-07,1.6334847565058278e-07,0.001049706387413992,2.5431291513708613e-07
1289.0625,1.45772717466697e-07,1.5029731852764668e-07,1.6244122154517687e-07,0.001069429514267604,,1.368831620958305e-07,1.5328325551658288e-07,1.4006584792100302e-07,1.4789672922004416e-07,0.0010855988020846185,
